category,text,text_final
navigate,"I'm kind of hungry, locate a pizza shop.","[""'m"", 'kind', 'hungry', 'locate', 'pizza', 'shop', '.']"
weather,what is the forecast for the city this week,"['forecast', 'city', 'week']"
weather,Will it be windy tomorrow in Atherton?,"['windy', 'tomorrow', 'atherton']"
schedule,when is my lab appointment,"['when', 'lab', 'appointment']"
navigate,I need the fastest route to a rest stop. ,"['need', 'fastest', 'route', 'rest', 'stop', '.']"
weather,you tell me if the forecast for the next week calls for it to be above 86 degrees on any day,"['tell', 'forecast', 'next', 'week', 'call', '86', 'degrees', 'day']"
weather,what's the weather like in downtown chicago,"[""'s"", 'weather', 'like', 'downtown', 'chicago']"
schedule,What time is my next football activity and who will be attending?,"['time', 'next', 'football', 'activity', 'who', 'attend']"
navigate,find the nearest restaurant with chinese take-out,"['find', 'nearest', 'restaurant', 'chinese', 'take-out']"
weather,Find what the temperature will be in downtown Chicago this weekend.,"['find', 'temperature', 'downtown', 'chicago', 'weekend', '.']"
navigate,give me the location for the nearest starbucks,"['give', 'location', 'nearest', 'starbucks']"
weather,how hot is it going to be this week,"['hot', 'go', 'week']"
weather,car what is the weather going to be like in the next several days,"['car', 'weather', 'go', 'like', 'next', 'several', 'days']"
schedule,What time is my tennis activity and who will be attending it?,"['time', 'tennis', 'activity', 'who', 'attend']"
weather,what's the seven day forecast for new york city,"[""'s"", 'seven', 'day', 'forecast', 'new', 'york', 'city']"
schedule,i need to schedule a conference room,"['need', 'schedule', 'conference', 'room']"
navigate,is there any traffic on the route home,"['traffic', 'route', 'home']"
schedule,add tomorrow night's football game to my calendar for 9 pm,"['add', 'tomorrow', 'night', ""'s"", 'football', 'game', 'calendar', '9', 'pm']"
navigate,Find my home address near my location.,"['find', 'home', 'address', 'near', 'location', '.']"
weather,what is today's weather forecast,"['today', ""'s"", 'weather', 'forecast']"
schedule,remind me about the date and time that he was going to be there and what the agenda is for his business meaning,"['remind', 'date', 'time', 'go', 'agenda', 'business', 'mean']"
weather,is it going to be raining this weekend,"['go', 'rain', 'weekend']"
schedule,Please schedule me an optometrist appointment at 2pm this week with Jon.,"['please', 'schedule', 'optometrist', 'appointment', '2pm', 'week', 'jon', '.']"
schedule,in which day do i have doctor's appointment,"['day', 'doctor', ""'s"", 'appointment']"
schedule,when is my doctor's appointment,"['when', 'doctor', ""'s"", 'appointment']"
weather,Is it going to be humid in Danville on Saturday?,"['go', 'humid', 'danville', 'saturday']"
navigate,Where is the closest hospital?,"['where', 'closest', 'hospital']"
schedule,Schedule a reminder to take medicine with my aunt on the 10th at 1pm.,"['schedule', 'reminder', 'take', 'medicine', 'aunt', '10th', '1pm', '.']"
navigate,show me directions to the nearest mall,"['show', 'directions', 'nearest', 'mall']"
schedule,"please set a conference reminder. I need it at 10 am, the tenth, with my vice president. ","['please', 'set', 'conference', 'reminder', '.', 'need', '10', 'tenth', 'vice', 'president', '.']"
navigate,show me the way to some chinese food,"['show', 'way', 'chinese', 'food']"
navigate,give me directions to my house,"['give', 'directions', 'house']"
schedule,what time is the meeting,"['time', 'meet']"
weather,Look at the seven day forecast and see if it will be hot in oakland,"['look', 'seven', 'day', 'forecast', 'see', 'hot', 'oakland']"
weather,is it going to rain sometime this week,"['go', 'rain', 'sometime', 'week']"
schedule,set doctor's appointment for next week,"['set', 'doctor', ""'s"", 'appointment', 'next', 'week']"
navigate,Car I need to get to a shopping center: please pick the quickest one around here,"['car', 'need', 'get', 'shop', 'center', ':', 'please', 'pick', 'quickest', 'one', 'around']"
schedule,When is my dentist appointment and who is coming?,"['when', 'dentist', 'appointment', 'who', 'come']"
weather,what's the forecast going to be for today and tomorrow,"[""'s"", 'forecast', 'go', 'today', 'tomorrow']"
weather,can you give me the weather this week for new york city,"['give', 'weather', 'week', 'new', 'york', 'city']"
schedule,I need to know the agenda for my meeting as well as who is attending and the location. ,"['need', 'know', 'agenda', 'meet', 'well', 'who', 'attend', 'location', '.']"
navigate,i have to go grocery shopping can you give me directions to the nearest grocery store,"['go', 'grocery', 'shop', 'give', 'directions', 'nearest', 'grocery', 'store']"
weather,what is the weather,['weather']
weather,find out if it's supposed to rain,"['find', ""'s"", 'suppose', 'rain']"
navigate,get directions to the nearest parking garage,"['get', 'directions', 'nearest', 'park', 'garage']"
schedule,when am i playing tennis,"['when', 'play', 'tennis']"
schedule,"Where is my meeting, which parties will be attending, and what is the meeting about?","['where', 'meet', 'party', 'attend', 'meet']"
weather,Will it be misty in Alameda next week?,"['misty', 'alameda', 'next', 'week']"
navigate,Where do I live?,"['where', 'live']"
weather,Will it be raining this week in Redwood City?,"['rain', 'week', 'redwood', 'city']"
weather,Is it raining in grand rapids currently?,"['rain', 'grand', 'rapids', 'currently']"
navigate,Car there should be my friends house around here: do you see it on the map?,"['car', 'friends', 'house', 'around', ':', 'see', 'map']"
schedule,set a reminder to see my dentist at 12 pm tomorrow,"['set', 'reminder', 'see', 'dentist', '12', 'pm', 'tomorrow']"
navigate,"Car I'd like to have some coffee, please show me the closest cafe","['car', ""'d"", 'like', 'coffee', 'please', 'show', 'closest', 'cafe']"
schedule,"Can you schedule a conference at 4pm, the 12th of this month with the vice president?","['schedule', 'conference', '4pm', '12th', 'month', 'vice', 'president']"
weather,Will it be clear in San Mateo on Wednesday?,"['clear', 'san', 'mateo', 'wednesday']"
schedule,set a reminder to go to conference room 104 the meeting on the 12th,"['set', 'reminder', 'go', 'conference', 'room', '104', 'meet', '12th']"
navigate,What is my address?,['address']
weather,Which one is gonna be the lowest temperature in Brentwood on Saturday?,"['one', 'gon', 'na', 'lowest', 'temperature', 'brentwood', 'saturday']"
navigate,"Car please bring me to my friends house, it should be near me","['car', 'please', 'bring', 'friends', 'house', 'near']"
schedule,what is the date of my next yoga class,"['date', 'next', 'yoga', 'class']"
schedule,can you check the time and date of my dinner?,"['check', 'time', 'date', 'dinner']"
navigate,Is there a Philz here?,['philz']
navigate,where is the nearest hotel,"['where', 'nearest', 'hotel']"
navigate,Where can I get some tea?,"['where', 'get', 'tea']"
weather,will it rain this week,"['rain', 'week']"
weather,it's going to be raining so i have to drive slow,"[""'s"", 'go', 'rain', 'drive', 'slow']"
schedule,"Remind me about my doctor's appointment at 1pm on thursday, with Tom","['remind', 'doctor', ""'s"", 'appointment', '1pm', 'thursday', 'tom']"
navigate,I need to find the closest hospital. ,"['need', 'find', 'closest', 'hospital', '.']"
schedule,What time is my lab appointment and who is attending?,"['time', 'lab', 'appointment', 'who', 'attend']"
weather,Is it going to rain in Exeter over the next few days?,"['go', 'rain', 'exeter', 'next', 'days']"
schedule,remind me to swim tomorrow,"['remind', 'swim', 'tomorrow']"
weather,is it going to snow this week,"['go', 'snow', 'week']"
navigate,give me directions to the nearest grocery store,"['give', 'directions', 'nearest', 'grocery', 'store']"
weather,what is the weather going to be today and tomorrow,"['weather', 'go', 'today', 'tomorrow']"
schedule,Set a reminder for my football activity today at 1pm with Jon.,"['set', 'reminder', 'football', 'activity', 'today', '1pm', 'jon', '.']"
navigate,show me the nearby hospital,"['show', 'nearby', 'hospital']"
schedule,set a reminder for lab work on the 12th,"['set', 'reminder', 'lab', 'work', '12th']"
schedule,I need to find out the date and whoever is attending my lab appointment. ,"['need', 'find', 'date', 'whoever', 'attend', 'lab', 'appointment', '.']"
navigate,Please give me the address and quickest route directions to the nearest gas station. ,"['please', 'give', 'address', 'quickest', 'route', 'directions', 'nearest', 'gas', 'station', '.']"
navigate,Find me Chinese food.,"['find', 'chinese', 'food', '.']"
navigate,i'm not feeling well show me the fastest route to the nearest hospital,"[""'m"", 'feel', 'well', 'show', 'fastest', 'route', 'nearest', 'hospital']"
weather,Will it be cloudy in Inglewood next week?,"['cloudy', 'inglewood', 'next', 'week']"
schedule,I have a lab appointment with Alex at 2 at the end of March,"['lab', 'appointment', 'alex', '2', 'end', 'march']"
schedule,schedule a new meeting,"['schedule', 'new', 'meet']"
weather,show me the weather for the next 7 days,"['show', 'weather', 'next', '7', 'days']"
navigate,Where is the nearby grocery store?,"['where', 'nearby', 'grocery', 'store']"
weather,is it going to rain sometime this week,"['go', 'rain', 'sometime', 'week']"
navigate,Where can I go shopping?,"['where', 'go', 'shop']"
schedule,set a reminder on the 12th to refill my prescription,"['set', 'reminder', '12th', 'refill', 'prescription']"
schedule,What time is my optometrist appointment and who is attending?,"['time', 'optometrist', 'appointment', 'who', 'attend']"
navigate,find me a nearby coffee shop where i can sit and have some coffee,"['find', 'nearby', 'coffee', 'shop', 'where', 'sit', 'coffee']"
schedule,Set a reminder for me to take my medicine at 9am on Sunday with by brother Frank.,"['set', 'reminder', 'take', 'medicine', '9am', 'sunday', 'brother', 'frank', '.']"
weather,is it going to be cloudy in the next 7 days,"['go', 'cloudy', 'next', '7', 'days']"
schedule,"Car, find out the time and parties attending for my tennis activity. ","['car', 'find', 'time', 'party', 'attend', 'tennis', 'activity', '.']"
navigate,i'm not feeling well show me the fastest route to the nearest hospital,"[""'m"", 'feel', 'well', 'show', 'fastest', 'route', 'nearest', 'hospital']"
navigate,what are the directions to the mall,"['directions', 'mall']"
weather,check today's weather,"['check', 'today', ""'s"", 'weather']"
navigate,find directions to the nearest starbucks,"['find', 'directions', 'nearest', 'starbucks']"
weather,give me the weekly weather forecast,"['give', 'weekly', 'weather', 'forecast']"
schedule,set reminder for yoga classes on the 12th of this month,"['set', 'reminder', 'yoga', 'class', '12th', 'month']"
navigate,What is the nearby hospital?,"['nearby', 'hospital']"
schedule,Schedule dinner with my father at 4 pm on Monday the 1st. ,"['schedule', 'dinner', 'father', '4', 'pm', 'monday', '1st', '.']"
weather,This week will it be warm in Los Angeles?,"['week', 'warm', 'los', 'angeles']"
navigate,Where can I get groceries?,"['where', 'get', 'groceries']"
weather,what is the weather like in boston,"['weather', 'like', 'boston']"
schedule,check calendar for when my doctor's appointment is,"['check', 'calendar', 'when', 'doctor', ""'s"", 'appointment']"
weather,Will there be a blizzard in Seattle over the next 7 days?,"['blizzard', 'seattle', 'next', '7', 'days']"
navigate,need directions to the nearest hotel,"['need', 'directions', 'nearest', 'hotel']"
weather,Is it going to be foggy in Camarillo this weekend?,"['go', 'foggy', 'camarillo', 'weekend']"
weather,In the next 48 hours will it rain in alhambra?,"['next', '48', 'hours', 'rain', 'alhambra']"
schedule,What is the date and time of my next swimming activity?,"['date', 'time', 'next', 'swim', 'activity']"
weather,Will it be humid in Inglewood during the next few days?,"['humid', 'inglewood', 'next', 'days']"
schedule,when is my next meeting,"['when', 'next', 'meet']"
schedule,Remind me that next week at 5pm I have tennis with Jon.,"['remind', 'next', 'week', '5pm', 'tennis', 'jon', '.']"
