category,text
navigate,pull up directions to 5672 barringer street
weather,car is it going to snow today
weather,check the weather
navigate,Where can I go shopping?
schedule,What time is my doctor appointment and who is attending with me?
weather,will it be cloudy
weather,can you give me the weather this week for new york city
navigate,Where is the nearest gas station?
schedule,Who is attending the swimming event and when is it?
schedule,car what is the date and time of my next dentist appointment
schedule,schedule a conference
navigate,take me to a place where i can get some hot tea
schedule,when is my next yoga class
navigate,how many hotels are around here
schedule,What is the agenda for the conference?
navigate,"Please give me the address and directions for a hotel within 4 miles of here, avoiding all heavy traffic. "
weather,Looking at the weekly forecast will in snow in los angeles?
navigate,navigate me to the nearest grocery store
weather,what is the weather like today
navigate,I need to find a parking garage with no traffic in the route.
navigate,Where is the closest shopping center?
schedule,What parties and am I attending and what are the dates
schedule,Remind me about dinner at 6 pm with my brother
schedule,what time is my meeting scheduled
weather,what is the weather like today and tomorrow
navigate,give me directions to the nearest place to get to eat
navigate,Where is the nearby hospital?
schedule,give me the time for my next doctor's appointment
weather,which days will be cloudy this week
schedule,remind me about my son's football practice at 2 tomorrow
weather,check weather
schedule,What time is my optometrist appointment and who all will be there?
navigate,Get the address to the nearest shopping mall.
schedule,tell me the date and time of my next doctor's appointment
weather,Is it gonna be windy in Alameda on Monday?
schedule,Schedule a reminder for my yoga class at 7pm on my calendar with Tom.
navigate,what are the directions to the mall
schedule,Schedule a meeting on December 10th at 2pm with the infrastructure team to discuss the merger.
navigate,get me directions to the nearest starbucks
navigate,I need the address to my friend's house please. 
weather,what's the weekly forecast for cleveland
navigate,where is the nearest grocery store
schedule,i would like to schedule a meeting on the 12th what is my agenda for that day
weather,check the weather for the 7 day forecast
schedule,What is the date and time of my next lab appointment?
navigate,give me directions to a coffee place
navigate,find directions to nearest starbucks
schedule,remind me there's a football game on the 12th
navigate,find me the nearest grocery store
weather,what is the forecast in my city
weather,what's the temperature in city
navigate,give me directions to the nearest coffee place
navigate,Where is a rest stop within 5 miles?
navigate,What gas stations are near?
weather,what's the temperature outside like today
weather,get me the weather forecast for the next 7 days
weather,what's the forecast report
navigate,Where does my friend live?
weather,what's the temperature for today
schedule,What date is tennis activity and who is attending?
weather,is it snowing next week
weather,what is the current temperature
schedule,when is my next dentist appointment
weather,what's the forecast for today
weather,what's the forecast for the city this week
weather,is it snowing next week
navigate,Find a chinese joint that is within 3 miles of my location.
schedule,"Please tell me the location, time and parties that are attending my meeting"
navigate,I need a rest stop within a 2 mile radius. 
schedule,I need information about my conference. 
weather,can i get the two day weather report
schedule,"What is the time, location, and agenda of my next conference?"
navigate,Find my home address for me car.
navigate,Get me the address to the closest gas station.
navigate,show me the route to coffee shop
weather,what's the temperature going to be like this week
weather,Is it going to rain in New York next week?
weather,what is the weather supposed to be like for the next week
navigate,where's the nearest parking garage
weather,What will the high temperature be for Los Angeles? 
navigate,what are the directions to the nearest hospital
schedule,Schedule a conference with the boss on the 2nd at 2pm.
navigate,Where can I get gas?
schedule,what day is the meeting in the conference room
weather,does the forecast call for snow today
navigate,Please give me the address and directions via a quick route to my friend's house. 
weather,What will the highest temperature in San Jose be in the next 7 days? 
schedule,Schedule conference with vice president. 
schedule,Schedule dinner with Martha on the 15th of this month at 10am.
weather,check to see if there will be rain today or tomorrow in alameda
navigate,"Car I wanna go back home, please pick the fastest route!"
weather,is it cloudy in the next 7 days
navigate,look for parking
navigate,Where does my friend live?
navigate,Find the nearest gas station near my currently location.
navigate,can you find me parking nearby
schedule,i'm taking medicine on the 7th
navigate,Where is a rest stop within 5 miles?
navigate,directions to the nearest coffee shop
schedule,set reminder for tennis lesson on august 12th at 4:50 pm
navigate,Find me the quickest route to the grocery store. 
schedule,What time is my football activity and who is attending?
schedule,Schedule a conference for 11 am on the 6th of this month with sales team.
schedule,When is the football?
navigate,give me directions to the closest shopping mall
navigate,take me to the parking garage closest to my destination
schedule,"I need to know my conference agenda, date and who is attending. "
schedule,What is the date and time of my next yoga activity?
weather,check the weather for chances of snow
weather,On friday will there be frost in menlo park?
weather,what's the weather going to be like today and tomorrow
weather,Which one is gonna be the lowest temperature today and tomorrow in Fresno?
navigate,Where do I live?
weather,car what is the weather going to be like in the next several days
navigate,Is there a grocery store close?
navigate,what are the directions to the nearest chinese restaurant
weather,Will there be drizzle in the forecast for oakland this week?
schedule,I need to know who is going with me to optometrist appointment  and what day. 
weather,what's the weather forecast for tomorrow
schedule,What time do I go to yoga and who is going with me?
schedule,when is my next yoga class
schedule,what time is dinner tonight
schedule,"find out the location, date and time for my meeting. "
schedule,schedule a dentist appointment at 3 next month on the 12th
schedule,What time is my football activity and who is attending?
schedule,Schedule a swimming activity with Jon for December 10th at 3pm.
weather,show me this week's forecast
schedule,Schedule a conference with management on the 7th at 2pm.
weather,what is the weather going to be like tomorrow show me the 7 day forecast
schedule,what day is my swimming lessons
navigate,What's the quickest route to the hospital?
weather,Over the next seven days will it be humid at all in redwood city?
schedule,when is my next dentist appointment
weather,Is the weather going to be dry in Brentwood on Wednesday?
navigate,Where can I get groceries?
weather,Will it be overcast in New York during the week?
navigate,Where is a nearby parking garage?
navigate,i need directions to my house and avoid all heavy traffic
navigate,What types of pizza can I get around here
schedule,what is the date and time of my next exercise class
weather,tell me the temperature for this week
schedule,tell me when my dinner reservations are scheduled for
schedule,Remind me about my meeting with the vice president on Monday the 1st
weather,what is the weather forecast like in the city
schedule,Remind me about my optometrist appointment with Jon at 2 pm at the end of March
weather,find weekly weather forecast
navigate,Give me a quick route to a pizza restaurant within 5 miles of here
navigate,"Car I'm desiring to eat pizza, please pick a restaurant around here and avoid all heavy traffic"
weather,what's the forecast for the city this week
weather,what's the weather forecast
navigate,give me directions to the nearest starbucks
navigate,"Car I need a rest stop in the area, please pick something and avoid all heavy traffic"
schedule,make an appointment to reserve conference room 100 later this week for a meeting
weather,is there any rain in the local forecast
navigate,Where is the nearby shopping center?
weather,Next week in San Mateo will there be any frost?
weather,Will it be any blizzard on Sunday in Alhambra?
schedule,tell me when my doctor's appointment is
navigate,show me the closest location where i can get chinese food
weather,is it going to snow today
navigate,where can i go to eat
weather,Which one will be the temperature in Compton today and tomorrow?
schedule,Set a reminder for a doctor's appointment at 2pm on Monday the 1st with Marie.
navigate,give me directions to the nearest restaurant
weather,is it supposed to snow today
schedule,set reminder for dinner
weather,find out if it's going to be cloudy next week
schedule,Set a reminder for tennis with Ana at 9am on the 12th of this month.
schedule,what time is my dentist appointment
weather,what's the weather forecast for today and tomorrow
weather,when is the next cloudy day
navigate,Get me the address of a coffee or tea place around me that has no traffic
schedule,I need to schedule a dentist visit. 
schedule,What is the date of my next doctor appointment and who will be attending?
navigate,give me directions to the nearest place where i can have a cup of tea
schedule,What time is dinner and who is attending? 
weather,is it going to be overcast or cloudy at all any day this week
navigate,I need the quickest route to a coffee shop. 
weather,is it going to rain this week
weather,will it rain next week
navigate,find starbucks
navigate,Car I need a parking garage in the area around me: please send the fastest route on my screen
navigate,Find me the nearest gas station. 
weather,what's the forecast for today
weather,What's the lowest temperature in redwood city this week?
navigate,search hotels near me
schedule,"Hi, what time and date is my swimming activity?"
weather,what is the weather like right now
weather,check the weather forecast
navigate,i'd love to go shopping are there any malls nearby
weather,tell me the weather for this week
schedule,What is the date and time for my doctor appointment? 
navigate,Car I need a gas station!
navigate,Is there a parking garage around?
weather,what's the temperature going to be this week
navigate,Where is the nearby hospital?
navigate,Can you find me a nearby shopping center?
navigate,i feel like some coffee where's the nearest place
schedule,i have a yoga activity. who is going with me?
navigate,Where can I get groceries?
schedule,when is the football game
schedule,set alarm for dinner tonight
navigate,Take me to a hospital.
weather,Will it be stormy in Exeter on Wednesday?
weather,is it going to be cloudy this week
schedule,Set a schedule for playing tennis with Marie
schedule,schedule a yoga activity at 9am with my sister
weather,Will it be foggy in Carson over the weekend? 
weather,what is the weather like in new york this week
schedule,I need a reminder for a yoga activity at 7 pm on Thursday with Jeff.
weather,what is the forecast for new york city
weather,Will there be dew in Danville today?
schedule,can you schedule a football game next month on the 13th?
schedule,when's my doctor's appointment
navigate,What hospital is close?
weather,what is the weather forecast for wednesday through tuesday of next week
weather,tell me what the weather will be like tomorrow
schedule,I need to schedule a lab appointment. 
schedule,"What is the date, time, and agenda of my next conference?"
navigate,where's the nearest place to get a hot cup of tea
schedule,"Schedule me a meeting today at 3pm, with management to onboard new members."
schedule,which day is my appointment on
schedule,remind me about my son's football practice at 2 tomorrow
schedule,What day and at what time do I take my medicine?
schedule,schedule yoga appointment
navigate,Locate a parking garage around my current location.
navigate,Where is the local pizza shop at?
weather,can i get the two day weather report
weather,is it snowing out
schedule,"What day is my lab appointment, and who all will be there?"
navigate,Where is the nearest pizza place?
navigate,"Car I wanna get home: we should be within 4 miles from it, please pick the shortest distance"
schedule,schedule tennis for 4:50 pm on the 12th
